Region,Soil_Type,Soil_pH,Rainfall_mm,Temperature_C,Humidity_pct,Fertilizer_Used_kg,Irrigation,Pesticides_Used_kg,Planting_Density,Previous_Crop,Yield_ton_per_ha
Region_C,Loam,6.14,580.1,18.5,76.1,209.5,Sprinkler,14.3,13.1,Maize,126.97
Region_D,Sandy,5.97,571.8,29.7,45.0,141.3,Sprinkler,43.6,9.8,Rice,93.26
Region_D,Clay,6.93,1388.5,20.3,61.1,88.2,Drip,17.7,10.3,Maize,93.09
Region_D,Clay,7.42,1270.5,23.4,81.8,256.4,Flood,22.7,8.7,No_Previous_Crop,171.74
Region_B,Clay,6.78,644.2,30.0,55.1,258.2,Rainfed,35.3,20.6,Wheat,151.33
Region_A,Loam,7.4,734.5,22.8,79.7,255.6,Rainfed,12.2,6.2,Maize,151.72
Region_C,Clay,6.63,519.3,30.1,50.8,202.1,Flood,48.6,23.3,Rice,127.25
Region_D,Loam,5.88,425.3,24.6,69.7,77.0,Drip,14.1,24.5,Wheat,58.86
Region_D,Sandy,6.93,226.2,23.0,69.2,153.8,Flood,3.8,5.0,Barley,85.16
Region_A,Loam,6.37,660.2,18.6,78.3,70.8,Sprinkler,43.1,7.4,Rice,56.46
Region_D,Clay,6.42,830.4,22.6,42.0,224.6,Rainfed,23.6,11.3,Rice,135.63
Region_B,Clay,5.83,468.4,24.9,57.2,122.3,Drip,9.6,14.0,Barley,79.81
Region_D,Loam,6.72,1181.5,15.2,55.4,154.4,Flood,28.1,19.8,No_Previous_Crop,113.22
Region_B,Sandy,6.17,1048.7,30.8,42.9,264.3,Rainfed,7.0,9.7,Rice,168.11
Region_D,Sandy,7.1,1273.3,20.2,64.9,55.2,Rainfed,40.5,5.6,Rice,66.89
Region_C,Loam,6.96,1339.3,17.6,83.5,150.1,Rainfed,26.5,21.2,No_Previous_Crop,120.19
Region_C,Sandy,7.1,788.5,23.3,31.0,76.6,Drip,12.8,19.6,Rice,61.62
Region_D,Sandy,6.56,1272.5,21.9,50.3,142.5,Rainfed,46.6,15.0,Maize,105.63
Region_D,Clay,5.73,331.8,30.9,72.5,74.4,Rainfed,2.6,21.7,Rice,53.34
Region_D,Loam,6.59,1034.9,31.2,41.6,290.2,Sprinkler,0.7,21.4,Barley,192.98
Region_D,Clay,6.32,1126.5,16.0,56.0,252.4,Sprinkler,24.8,5.6,Wheat,160.4
Region_B,Loam,6.91,1295.0,15.8,35.6,282.1,Sprinkler,20.8,13.0,Wheat,186.15
Region_A,Loam,5.98,683.5,26.4,45.2,104.9,Drip,25.4,11.4,No_Previous_Crop,78.01
Region_C,Loam,7.05,734.9,29.4,42.8,102.8,Drip,0.1,19.8,Rice,83.81
Region_A,Loam,6.77,1375.5,32.0,80.9,120.1,Drip,19.8,11.7,No_Previous_Crop,106.08
Region_D,Loam,6.38,856.6,28.0,32.6,115.4,Flood,0.4,22.2,Maize,81.35
Region_D,Sandy,6.65,503.7,20.5,72.6,194.4,Rainfed,5.0,21.5,Rice,120.0
Region_B,Loam,6.57,645.3,34.9,64.3,112.8,Rainfed,42.8,8.9,Maize,83.5
Region_B,Loam,7.16,289.0,23.4,80.5,187.0,Rainfed,22.2,5.5,Barley,109.9
Region_A,Clay,5.92,1243.7,16.9,45.8,196.7,Sprinkler,41.6,19.6,No_Previous_Crop,142.09
Region_C,Sandy,6.78,1249.1,33.5,63.6,162.0,Sprinkler,33.8,17.8,Maize,122.4
Region_A,Sandy,5.58,742.4,31.9,30.1,161.6,Flood,39.0,8.9,Rice,106.5
Region_A,Loam,5.64,537.5,21.2,86.4,121.3,Sprinkler,34.7,17.4,Barley,80.51
Region_D,Loam,6.93,353.4,30.1,86.9,146.0,Drip,29.6,13.4,Maize,88.81
Region_B,Loam,6.66,1340.7,19.6,55.4,199.4,Sprinkler,41.6,15.5,Barley,143.76
Region_D,Clay,6.26,1008.3,20.1,59.5,241.0,Flood,35.1,18.0,Wheat,148.26
Region_C,Sandy,5.59,536.2,30.8,77.5,220.1,Rainfed,38.9,11.6,Maize,126.95
Region_C,Clay,6.93,950.3,21.5,81.0,286.7,Rainfed,27.1,8.1,Maize,175.32
Region_B,Loam,7.06,483.4,17.9,83.1,189.9,Drip,41.8,18.6,Rice,115.21
Region_B,Clay,6.79,529.9,21.8,88.5,162.1,Flood,17.3,9.5,Rice,89.76
Region_C,Clay,7.39,1317.5,18.2,79.4,53.1,Drip,16.9,11.8,No_Previous_Crop,65.64
Region_B,Sandy,7.3,611.7,33.5,43.4,71.1,Sprinkler,29.4,16.4,No_Previous_Crop,55.86
Region_C,Clay,7.11,237.2,18.5,48.6,59.3,Drip,46.5,20.7,Barley,44.81
Region_C,Sandy,7.11,595.5,28.4,81.7,156.4,Drip,19.2,19.2,No_Previous_Crop,94.13
Region_C,Sandy,6.52,746.6,31.2,71.2,195.6,Flood,19.5,8.6,No_Previous_Crop,127.79
Region_C,Loam,6.63,619.5,27.2,41.7,288.9,Drip,46.1,8.7,Wheat,168.03
Region_A,Clay,7.11,1375.8,25.1,48.0,164.5,Rainfed,3.7,10.3,No_Previous_Crop,126.32
Region_B,Sandy,6.96,600.9,30.1,59.0,56.7,Sprinkler,28.7,13.5,No_Previous_Crop,45.89
Region_A,Sandy,7.07,1108.0,23.7,59.3,153.8,Rainfed,41.2,25.0,No_Previous_Crop,112.73
Region_A,Sandy,5.99,765.8,17.2,65.8,166.9,Flood,9.3,6.7,Maize,111.44
Region_D,Sandy,5.93,228.9,21.8,47.1,298.3,Flood,13.1,23.2,Maize,165.94
Region_B,Sandy,5.82,1355.5,18.0,65.0,192.8,Flood,10.2,8.8,Maize,135.59
Region_B,Clay,6.56,857.9,32.7,83.7,236.3,Sprinkler,41.0,6.7,Rice,156.61
Region_D,Clay,5.59,818.8,19.2,36.7,90.3,Flood,33.2,14.3,Rice,64.25
Region_D,Sandy,5.79,730.6,28.1,71.7,216.2,Sprinkler,25.6,20.7,Wheat,133.59
Region_A,Clay,7.1,1335.9,22.1,39.9,90.7,Flood,1.3,21.3,Barley,80.71
Region_D,Sandy,6.31,349.5,23.6,88.6,128.7,Sprinkler,37.9,23.2,Wheat,67.49
Region_C,Loam,6.27,1159.6,19.2,45.4,288.2,Drip,19.2,17.5,No_Previous_Crop,172.25
Region_D,Clay,6.87,575.4,22.4,75.8,206.7,Flood,7.7,12.5,Barley,124.52
Region_B,Clay,7.33,394.2,16.8,76.8,88.4,Drip,40.0,9.3,Maize,53.28
Region_C,Sandy,5.96,488.9,32.5,82.0,279.9,Rainfed,17.6,24.0,No_Previous_Crop,161.47
Region_D,Sandy,6.01,1342.8,15.8,32.2,117.6,Sprinkler,26.4,11.1,Rice,104.55
Region_B,Clay,7.22,848.6,15.6,68.0,253.7,Sprinkler,42.3,16.4,Barley,151.9
Region_B,Loam,7.38,474.2,18.1,74.2,133.5,Sprinkler,30.8,9.3,Wheat,87.95
Region_B,Sandy,7.44,826.3,17.3,53.3,107.7,Rainfed,26.4,11.1,Barley,79.51
Region_A,Clay,5.79,338.4,18.5,65.1,142.9,Flood,15.1,7.4,Wheat,91.6
Region_D,Loam,6.89,352.0,19.0,60.6,280.1,Sprinkler,27.5,22.4,No_Previous_Crop,153.19
Region_A,Sandy,5.75,1227.0,30.1,79.4,162.0,Rainfed,9.2,10.8,No_Previous_Crop,120.94
Region_D,Sandy,5.69,1313.9,20.1,39.0,277.8,Drip,27.7,14.1,No_Previous_Crop,185.74
Region_B,Clay,7.23,1241.7,26.4,30.4,259.7,Flood,6.2,23.0,Maize,177.72
Region_A,Loam,6.23,479.5,31.6,44.1,251.3,Rainfed,13.5,14.6,No_Previous_Crop,144.14
Region_B,Clay,6.48,1302.8,19.7,41.0,61.1,Drip,29.2,9.6,Wheat,70.16
Region_C,Clay,7.38,231.6,18.4,32.8,116.6,Drip,13.4,7.2,Rice,70.4
Region_D,Loam,7.12,1151.6,24.6,73.4,202.5,Flood,7.2,7.3,Rice,147.77
Region_B,Clay,7.39,1355.5,17.2,84.9,103.2,Drip,25.7,14.9,Wheat,82.64
Region_C,Sandy,5.92,1024.0,32.7,35.9,231.2,Rainfed,34.6,19.2,No_Previous_Crop,150.26
Region_D,Sandy,5.79,439.6,23.5,41.3,141.6,Drip,42.0,20.1,Rice,91.85
Region_D,Clay,7.21,438.4,15.5,65.6,203.8,Flood,3.4,11.1,Barley,132.51
Region_D,Sandy,7.03,1245.6,19.9,30.1,221.0,Flood,34.1,14.7,No_Previous_Crop,148.34
Region_D,Sandy,7.37,241.7,19.3,88.8,228.4,Drip,7.5,17.0,Maize,123.34
Region_A,Sandy,5.54,227.8,25.8,39.1,195.4,Flood,39.5,11.0,Wheat,105.1
Region_A,Sandy,6.09,634.9,33.3,53.6,193.9,Drip,24.2,8.2,Barley,124.34
Region_D,Loam,7.17,1172.8,17.7,60.7,256.6,Sprinkler,14.0,16.3,Rice,169.39
Region_A,Sandy,6.46,1326.2,24.1,44.0,254.7,Flood,6.6,18.8,Barley,170.09
Region_D,Clay,6.67,1170.8,34.2,77.4,268.2,Sprinkler,33.1,8.5,Wheat,171.8
Region_B,Sandy,5.91,636.6,23.9,68.1,189.2,Drip,9.3,14.8,Barley,114.32
Region_C,Loam,6.21,567.6,16.6,34.2,91.0,Rainfed,30.9,23.4,Barley,70.45
Region_B,Loam,7.2,512.7,22.7,40.8,292.0,Drip,38.9,24.4,Barley,170.96
Region_C,Clay,5.69,480.4,34.6,80.0,55.6,Sprinkler,1.0,5.6,Rice,47.71
Region_C,Sandy,5.62,294.1,32.8,56.0,267.5,Rainfed,5.3,22.0,No_Previous_Crop,155.35
Region_C,Loam,7.29,1200.7,29.3,44.4,141.7,Drip,30.8,12.4,Barley,113.52
Region_C,Loam,6.91,351.8,16.9,51.5,250.6,Rainfed,9.2,20.3,No_Previous_Crop,135.99
Region_A,Sandy,6.73,994.1,23.7,83.0,121.5,Drip,1.0,19.1,Barley,100.3
Region_A,Clay,7.3,1094.6,23.6,32.0,254.9,Rainfed,13.2,9.8,Barley,164.79
Region_A,Loam,7.08,1113.8,23.2,89.6,196.2,Rainfed,9.0,14.1,Barley,142.47
Region_A,Sandy,6.64,1191.7,34.0,36.7,72.4,Sprinkler,31.4,16.0,No_Previous_Crop,76.11
Region_A,Clay,7.29,377.4,25.4,55.9,109.7,Rainfed,21.4,17.2,Wheat,68.69
Region_B,Loam,6.41,581.9,28.3,85.2,189.2,Sprinkler,15.5,23.3,Wheat,112.73
Region_B,Loam,6.41,850.5,18.3,42.3,145.8,Rainfed,25.9,15.6,No_Previous_Crop,104.61
Region_A,Clay,6.53,1083.8,27.0,71.6,271.9,Drip,6.5,10.8,Maize,174.88
Region_D,Sandy,6.54,1404.1,32.3,68.9,126.5,Sprinkler,22.2,13.1,No_Previous_Crop,107.36
Region_A,Sandy,6.8,1072.8,28.3,83.9,147.5,Sprinkler,23.0,21.3,Rice,115.93
Region_D,Sandy,6.05,603.0,30.8,56.1,194.5,Rainfed,10.5,21.1,Maize,119.03
Region_D,Clay,6.56,1093.5,17.1,41.9,121.6,Flood,40.1,16.3,No_Previous_Crop,108.24
Region_D,Loam,6.75,769.1,19.1,88.6,252.3,Drip,19.7,12.9,Barley,152.62
Region_A,Clay,6.67,710.2,17.9,42.5,252.3,Sprinkler,17.9,24.5,Barley,149.9
Region_A,Clay,7.13,817.5,26.1,37.4,289.1,Rainfed,44.2,20.2,No_Previous_Crop,176.79
Region_D,Clay,7.33,1364.0,23.4,74.9,261.5,Flood,19.1,14.8,No_Previous_Crop,169.72
Region_A,Loam,6.43,1009.2,26.0,70.0,223.4,Sprinkler,36.3,11.3,No_Previous_Crop,146.82
Region_A,Clay,5.82,1319.0,19.5,35.4,68.3,Sprinkler,45.0,10.8,Rice,74.03
Region_D,Clay,7.19,480.8,27.4,71.1,292.6,Flood,48.9,8.0,Maize,166.74
Region_A,Loam,5.85,427.2,31.5,33.6,274.6,Sprinkler,31.0,18.3,No_Previous_Crop,159.54
Region_A,Clay,6.73,405.5,19.0,83.9,71.2,Flood,37.6,24.1,No_Previous_Crop,51.19
Region_D,Sandy,5.85,1285.5,32.0,54.2,290.3,Drip,47.7,9.3,Wheat,184.26
Region_B,Clay,5.69,1250.3,16.8,52.7,68.7,Drip,49.8,9.1,Barley,71.41
Region_A,Clay,6.39,395.0,33.1,89.4,178.0,Rainfed,46.4,8.4,Wheat,106.69
Region_A,Clay,6.37,706.6,18.1,78.7,61.4,Rainfed,6.4,14.5,No_Previous_Crop,51.03
Region_D,Loam,6.38,277.7,21.1,73.7,264.7,Rainfed,38.5,6.3,Wheat,147.6
Region_A,Sandy,6.02,395.2,16.0,85.5,59.6,Sprinkler,14.2,5.6,Barley,45.77
Region_A,Loam,5.89,1212.4,24.6,78.9,242.5,Sprinkler,5.1,24.1,Maize,161.9
Region_A,Sandy,7.2,505.8,22.9,45.4,248.4,Sprinkler,23.9,24.9,No_Previous_Crop,140.89
Region_B,Clay,5.79,451.4,33.8,40.4,50.9,Drip,4.5,13.7,Barley,50.14
Region_C,Loam,7.12,1246.0,29.9,40.2,220.7,Sprinkler,33.8,5.0,Wheat,159.31
Region_B,Clay,5.78,1452.8,28.2,82.6,73.6,Flood,33.9,14.1,Rice,96.54
Region_C,Loam,7.07,208.8,28.9,58.8,256.2,Sprinkler,40.7,5.0,Maize,139.11
Region_C,Clay,6.82,281.0,19.3,60.6,73.2,Flood,33.0,5.3,Barley,55.47
Region_D,Sandy,6.34,1084.8,33.3,60.9,227.2,Drip,10.7,16.4,Maize,152.63
Region_B,Clay,5.53,537.7,32.3,50.1,86.5,Rainfed,24.9,16.6,Rice,64.89
Region_D,Loam,7.12,1102.2,27.5,39.9,156.2,Rainfed,27.6,12.6,Maize,108.64
Region_B,Loam,5.86,313.1,23.6,50.7,98.2,Flood,49.4,8.8,Rice,60.93
Region_A,Sandy,6.56,1230.2,21.1,45.6,117.4,Rainfed,38.5,7.7,Wheat,100.64
Region_D,Sandy,6.5,854.0,18.6,66.1,73.5,Rainfed,1.1,15.2,Rice,67.43
Region_B,Loam,5.73,751.3,30.5,41.9,207.5,Sprinkler,12.3,21.2,No_Previous_Crop,132.71
Region_D,Clay,6.54,373.4,16.4,37.5,160.1,Flood,12.6,24.4,Maize,98.42
Region_B,Clay,5.98,1400.2,18.7,43.1,65.2,Rainfed,7.3,22.4,Rice,77.64
Region_D,Clay,5.76,632.2,29.1,70.2,192.6,Rainfed,7.3,5.6,Wheat,123.05
Region_A,Clay,7.01,898.3,31.5,33.5,181.1,Sprinkler,11.3,23.2,Rice,125.54
Region_D,Loam,7.03,638.2,16.6,42.1,59.3,Sprinkler,6.3,23.3,Maize,57.39
Region_D,Loam,7.32,1254.9,27.7,41.4,216.5,Drip,46.0,9.2,Barley,151.08
Region_D,Sandy,6.19,1058.4,30.5,71.1,260.8,Rainfed,28.1,19.2,Rice,161.88
Region_C,Clay,6.06,333.5,31.5,50.8,262.3,Rainfed,15.8,12.6,Maize,140.57
Region_B,Loam,7.24,615.2,18.8,58.2,202.1,Flood,0.4,16.6,Wheat,116.19
Region_B,Clay,5.87,240.4,17.5,38.1,139.3,Drip,15.4,9.7,Rice,73.18
Region_C,Loam,7.46,1157.3,19.6,79.7,115.7,Flood,30.2,20.4,Rice,98.69
Region_A,Sandy,5.51,481.7,24.4,63.6,204.0,Flood,7.5,9.9,Rice,117.88
Region_B,Loam,5.59,370.3,25.8,61.8,238.2,Rainfed,27.8,16.5,Wheat,129.93
Region_B,Loam,6.42,1137.3,26.4,77.6,143.2,Drip,46.9,16.0,Maize,106.72
Region_C,Loam,6.69,1371.2,16.1,31.8,179.4,Drip,12.6,22.8,Maize,136.0
Region_C,Sandy,6.38,882.2,31.1,68.2,258.3,Sprinkler,14.7,14.4,Rice,164.52
Region_B,Clay,5.93,889.5,25.8,80.3,134.1,Flood,0.1,20.1,Rice,110.85
Region_B,Clay,6.44,248.7,27.7,86.4,198.4,Drip,11.6,18.4,Wheat,114.55
Region_C,Loam,7.28,544.7,16.2,44.4,78.0,Flood,47.8,15.6,Rice,64.57
Region_C,Sandy,7.47,849.6,29.9,67.0,210.1,Drip,24.7,15.1,Maize,127.73
Region_C,Sandy,7.23,364.6,22.4,52.6,130.1,Rainfed,12.6,14.2,No_Previous_Crop,77.24
Region_A,Loam,7.37,1070.0,33.8,33.8,118.2,Rainfed,18.8,18.2,No_Previous_Crop,92.81
Region_A,Loam,7.48,1010.4,19.4,59.5,293.7,Flood,30.7,11.8,No_Previous_Crop,180.64
Region_A,Clay,6.52,1416.1,20.3,82.8,259.0,Flood,21.1,13.2,Maize,177.32
Region_A,Loam,6.64,1056.9,18.8,66.6,219.8,Rainfed,10.5,9.3,No_Previous_Crop,147.94
Region_D,Loam,7.29,1337.9,30.2,66.6,153.7,Rainfed,3.5,24.4,Barley,130.09
Region_B,Clay,6.77,864.1,28.5,33.0,211.8,Sprinkler,48.9,23.5,Rice,133.03
Region_C,Clay,6.98,657.5,23.2,33.4,262.7,Sprinkler,31.5,5.9,No_Previous_Crop,159.18
Region_B,Sandy,5.93,490.4,24.2,46.7,148.9,Flood,12.9,15.9,No_Previous_Crop,90.01
Region_B,Clay,6.93,699.7,31.3,62.4,58.3,Flood,43.1,24.1,Rice,61.62
Region_B,Loam,6.24,708.0,24.9,63.9,80.7,Rainfed,24.8,5.7,No_Previous_Crop,63.79
Region_B,Clay,5.89,1482.3,21.6,79.6,142.2,Drip,43.9,24.8,Rice,112.44
Region_B,Clay,5.75,1395.1,22.4,48.5,134.6,Sprinkler,32.5,17.5,Barley,113.46
Region_D,Clay,6.74,1288.0,18.2,58.9,197.5,Rainfed,28.5,8.9,Maize,146.07
Region_C,Clay,7.26,917.2,28.6,59.9,299.5,Drip,26.2,10.7,Maize,182.98
Region_A,Clay,7.47,568.6,16.5,45.2,78.2,Drip,8.5,14.2,No_Previous_Crop,62.52
Region_A,Clay,5.72,1087.0,17.3,46.5,197.6,Rainfed,21.2,13.4,Wheat,144.27
Region_B,Loam,6.51,841.3,34.1,69.3,281.9,Rainfed,36.7,8.6,Wheat,184.6
Region_D,Clay,5.98,1072.5,16.4,46.9,293.7,Drip,15.2,21.1,Maize,182.62
Region_A,Clay,6.61,1146.8,29.1,53.5,252.4,Rainfed,21.4,5.6,Rice,166.42
Region_C,Loam,7.24,1324.8,20.4,87.5,254.8,Flood,46.9,19.4,Barley,169.29
Region_D,Clay,5.74,1133.1,32.1,81.4,132.0,Flood,14.7,5.7,Rice,108.97
Region_B,Sandy,7.44,1097.3,21.5,77.0,224.7,Sprinkler,19.1,5.8,No_Previous_Crop,136.48
Region_D,Sandy,5.86,1153.8,28.2,72.2,237.3,Drip,12.5,5.3,Maize,172.32
Region_B,Clay,6.11,1157.8,28.4,83.6,243.0,Sprinkler,26.9,12.1,Maize,161.11
Region_A,Clay,6.26,837.7,15.0,57.7,78.4,Flood,42.8,18.2,Wheat,66.16
Region_B,Sandy,6.71,531.1,31.8,43.0,295.6,Rainfed,24.4,18.2,Rice,160.53
Region_A,Clay,5.68,434.0,20.7,49.9,130.9,Sprinkler,14.5,21.6,Rice,86.2
Region_B,Loam,6.76,804.4,17.0,59.3,253.8,Rainfed,47.4,5.2,Rice,155.08
Region_B,Sandy,6.28,1499.0,19.7,88.3,235.3,Rainfed,13.5,16.9,Wheat,166.81
Region_D,Loam,6.86,1438.8,19.7,74.2,60.0,Rainfed,30.6,5.7,Maize,68.23
Region_A,Sandy,6.25,1187.0,26.2,52.7,70.5,Rainfed,31.2,24.2,Maize,72.42
Region_B,Loam,7.17,741.5,23.1,42.6,62.5,Rainfed,41.2,6.3,No_Previous_Crop,68.48
Region_A,Loam,5.63,1331.7,21.9,87.0,143.1,Drip,33.2,6.8,Maize,121.95
Region_A,Loam,6.5,672.4,25.4,60.1,136.1,Sprinkler,28.9,16.0,Maize,95.27
Region_B,Sandy,6.5,433.6,28.5,31.4,253.8,Rainfed,33.1,21.5,Barley,152.87
Region_B,Clay,7.15,580.1,28.6,63.3,189.3,Drip,4.7,5.7,Maize,123.68
Region_B,Loam,5.93,1198.2,34.8,87.3,294.8,Rainfed,34.4,20.3,Wheat,183.03
Region_C,Sandy,5.6,527.8,33.2,51.6,286.8,Rainfed,35.3,18.6,No_Previous_Crop,173.57
Region_A,Sandy,6.77,1457.8,20.7,69.0,192.2,Flood,6.5,10.1,No_Previous_Crop,138.72
Region_C,Loam,5.68,992.2,21.6,35.3,166.8,Flood,40.9,22.5,Barley,114.48
Region_B,Clay,5.62,250.6,31.3,30.9,133.1,Drip,7.3,23.1,No_Previous_Crop,81.03
Region_A,Sandy,6.71,995.9,34.9,74.1,234.4,Drip,47.3,12.6,Rice,153.6
Region_B,Clay,5.6,707.1,29.2,62.2,90.3,Sprinkler,14.3,22.6,Barley,65.67
Region_C,Loam,7.31,967.2,30.5,71.4,244.4,Rainfed,0.5,11.9,Barley,154.53
Region_C,Sandy,5.63,762.9,16.2,83.4,94.3,Flood,25.0,11.7,Maize,87.23
Region_D,Clay,6.67,1191.6,24.5,78.3,249.3,Sprinkler,41.0,16.6,Barley,173.6
Region_D,Loam,7.26,931.7,18.5,63.3,200.2,Drip,21.8,6.1,Rice,127.57
Region_B,Clay,5.71,1424.4,18.0,60.4,100.1,Flood,20.5,14.4,No_Previous_Crop,109.15
Region_B,Sandy,6.58,1272.4,33.0,44.1,194.5,Sprinkler,29.8,5.6,No_Previous_Crop,144.73
Region_C,Loam,6.76,929.8,17.1,85.8,226.3,Drip,18.2,14.2,Rice,140.75
Region_A,Sandy,7.09,1248.4,18.3,59.6,260.4,Drip,1.1,9.9,Rice,172.52
Region_D,Loam,6.71,1115.9,25.0,65.1,225.9,Sprinkler,16.5,13.7,No_Previous_Crop,152.24
Region_C,Clay,5.54,1341.9,27.4,82.0,284.5,Rainfed,3.0,17.2,Maize,199.52
Region_B,Clay,5.81,538.4,27.0,89.8,137.7,Rainfed,39.0,19.6,No_Previous_Crop,84.83
Region_A,Loam,6.3,279.7,33.7,60.9,67.6,Sprinkler,36.2,20.0,Maize,48.69
Region_B,Clay,6.77,716.7,34.9,64.8,73.0,Rainfed,49.1,12.4,No_Previous_Crop,63.24
Region_B,Sandy,6.12,307.9,21.4,52.9,192.0,Sprinkler,19.6,19.4,Rice,112.91
Region_C,Clay,6.36,1212.6,23.3,84.1,192.2,Flood,14.7,24.2,Barley,140.16
Region_C,Clay,6.98,1208.7,15.3,32.2,240.1,Drip,38.9,11.4,Wheat,160.03
Region_A,Sandy,6.53,726.5,17.2,75.5,242.7,Drip,4.4,14.0,No_Previous_Crop,148.49
Region_B,Loam,5.89,816.0,31.6,71.6,196.2,Drip,24.1,15.9,No_Previous_Crop,126.54
Region_B,Loam,7.41,831.1,33.0,46.1,120.9,Flood,16.8,13.9,Maize,93.3
Region_D,Loam,6.2,759.3,24.6,30.8,143.1,Rainfed,42.9,22.6,Maize,100.42
Region_A,Sandy,7.42,1046.9,30.0,76.5,82.7,Rainfed,0.9,16.3,Wheat,84.86
Region_B,Clay,7.45,453.6,16.1,74.2,228.7,Rainfed,8.3,19.7,Maize,135.85
Region_A,Sandy,7.01,1205.1,30.7,62.1,171.6,Drip,32.9,16.8,Rice,131.79
Region_A,Sandy,6.63,361.6,26.1,30.3,81.9,Sprinkler,35.8,17.4,Rice,55.7
Region_D,Clay,7.01,1046.0,29.4,62.1,119.6,Drip,40.8,12.1,Rice,91.6
Region_C,Clay,6.47,450.7,32.4,82.5,108.5,Drip,0.9,17.1,Maize,74.49
Region_D,Clay,6.62,968.2,21.8,73.1,186.5,Flood,39.3,5.6,No_Previous_Crop,128.01
Region_B,Clay,7.28,267.5,20.5,70.0,101.4,Rainfed,7.8,11.0,Barley,67.78
Region_C,Clay,6.41,1137.5,18.5,72.2,59.7,Drip,12.5,17.3,Maize,61.6
Region_B,Sandy,5.92,1251.9,17.4,89.4,172.7,Rainfed,7.7,14.4,No_Previous_Crop,126.61
Region_A,Loam,7.4,821.0,24.1,48.3,162.6,Rainfed,22.9,13.3,Maize,113.16
Region_B,Sandy,7.33,1306.2,21.3,50.6,168.6,Rainfed,34.6,8.3,Barley,134.8
Region_C,Sandy,6.45,376.1,17.9,71.6,64.4,Rainfed,19.7,24.8,Wheat,53.88
Region_C,Clay,6.76,1133.8,32.5,42.3,265.4,Flood,27.0,10.9,Maize,170.25
Region_B,Sandy,5.61,419.8,33.4,71.5,79.3,Flood,43.2,5.5,Maize,58.38
Region_D,Loam,7.01,369.2,34.3,47.5,226.7,Drip,10.9,13.2,No_Previous_Crop,128.78
Region_D,Sandy,6.54,562.2,28.9,53.2,194.0,Flood,11.5,22.9,Maize,115.85
Region_C,Loam,7.27,1241.8,24.1,77.4,157.3,Rainfed,44.1,6.6,Wheat,128.99
Region_A,Sandy,6.7,273.2,24.5,43.3,105.9,Rainfed,40.5,24.6,Rice,65.84
Region_C,Sandy,5.88,464.3,18.8,46.9,70.5,Sprinkler,28.3,13.7,Wheat,55.28
Region_A,Clay,5.81,642.6,26.6,46.0,272.0,Sprinkler,29.6,12.1,Wheat,161.54
Region_D,Loam,7.19,1130.6,33.2,51.4,194.4,Drip,43.6,25.0,Maize,132.63
Region_B,Sandy,6.58,496.3,22.1,58.4,111.8,Sprinkler,25.6,11.1,No_Previous_Crop,82.49
Region_B,Sandy,6.03,872.5,21.1,71.8,82.0,Flood,28.6,12.6,No_Previous_Crop,72.29
Region_A,Clay,7.36,865.1,21.0,88.5,159.2,Sprinkler,27.7,16.3,Maize,108.06
Region_C,Loam,6.94,1012.0,27.9,58.7,167.8,Rainfed,34.6,16.5,Maize,119.69
Region_B,Loam,5.55,1389.7,25.9,67.7,127.5,Drip,3.6,8.0,Maize,107.64
Region_B,Sandy,6.31,624.6,32.2,85.4,165.0,Rainfed,3.9,12.1,Maize,106.87
Region_C,Clay,7.19,1021.7,23.4,79.1,229.5,Rainfed,23.1,23.0,Maize,157.04
Region_C,Sandy,6.27,1160.6,30.6,80.8,67.0,Drip,3.2,5.9,Rice,82.68
Region_D,Loam,6.95,1244.3,30.5,66.3,132.0,Sprinkler,26.7,14.4,Maize,106.98
Region_D,Loam,6.21,599.8,17.6,61.0,199.4,Flood,29.4,12.2,No_Previous_Crop,119.46
Region_D,Loam,5.55,1002.2,22.8,58.3,228.2,Sprinkler,27.1,20.9,Barley,152.7
Region_B,Sandy,7.09,1034.5,27.8,40.4,215.3,Sprinkler,31.0,16.8,Wheat,141.62
Region_A,Loam,6.85,1185.8,22.4,34.9,250.2,Rainfed,8.5,9.3,Wheat,172.59
Region_D,Sandy,6.77,445.7,27.1,86.8,60.6,Flood,6.0,12.9,No_Previous_Crop,56.33
Region_D,Loam,6.69,721.8,30.7,81.7,99.1,Sprinkler,33.2,5.9,Rice,87.47
Region_A,Sandy,6.49,1185.2,17.8,37.9,159.5,Drip,43.0,7.8,Barley,114.09
Region_D,Clay,7.39,223.6,18.0,78.0,67.7,Rainfed,44.4,10.1,No_Previous_Crop,55.91
Region_D,Loam,5.77,283.9,19.7,73.3,242.5,Rainfed,5.3,13.5,No_Previous_Crop,130.66
Region_B,Loam,5.84,1248.2,28.4,79.3,135.7,Sprinkler,38.8,20.3,Maize,107.67
Region_C,Loam,6.32,1055.6,34.8,40.2,244.2,Flood,45.7,20.7,Barley,159.08
Region_B,Sandy,5.69,634.4,27.1,60.9,184.7,Flood,38.1,17.0,Maize,113.25
Region_B,Sandy,6.88,410.1,17.5,77.5,59.4,Drip,13.3,5.8,Barley,44.14
Region_B,Sandy,6.02,239.0,30.5,64.7,268.4,Drip,18.9,22.3,No_Previous_Crop,146.17
Region_C,Clay,7.36,1055.6,26.6,72.1,66.3,Drip,12.9,24.1,Wheat,74.74
